Viewer_ID,Live_ID,Streamer_ID,Viewer_Age,Viewer_Gender,Viewer_Country,Viewer_Device_Brand,Viewer_Device_Price,Account_Age_Days,Accumulated_Watch_Count,Accumulated_Watch_Duration,Is_Live_Streamer,Is_Photo_Author,Watch_Time,Click_Count,Comment_Count,Like_Count,Gift_Count,Gift_Value,Has_Comment,Has_Like,Has_Gift,Interaction_Count,Like_Rate,Comment_Rate,Gift_Rate,Engagement_Score,Engagement_Level,Streamer_Gender,Streamer_Age,Log_Watch_Time,Log_Click_Count,Log_Comment_Count,Log_Like_Count,Log_Gift_Count,Log_Gift_Value,Z_Watch_Time,Z_Click_Count,Z_Comment_Count,Z_Like_Count,Z_Gift_Count,Z_Gift_Value,Watch_Time_Level,Like_Behavior,Comment_Behavior,Gift_Behavior,Gift_Value_Level
16489,1434800,232614,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1269,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8587,Low,F,18-23,7.146772179452637,0.6931471805599453,0.0,0.0,0.0,0.0,-0.960753202164746,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,1447753,288818,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1371,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8896,Low,F,24-30,7.22402480828583,0.6931471805599453,0.0,0.0,0.0,0.0,-0.9200442658444858,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,1520088,138415,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2896,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1886,Medium,F,24-30,7.9714309977693505,0.6931471805599453,0.0,0.0,0.0,0.0,-0.526192154497568,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,1728487,404916,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,995,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7615,Low,F,31-40,6.903747257584598,0.6931471805599453,0.0,0.0,0.0,0.0,-1.0888172721904297,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,1916031,301975,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,6787,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5292,Medium,F,24-30,8.822911626354117,1.0986122886681098,0.0,0.0,0.0,0.0,-0.07749712352538282,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,1967847,298822,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2998,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2024,Medium,F,18-23,8.00603417874901,1.3862943611198906,0.0,0.0,0.0,0.0,-0.5079577110584842,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,1983990,138415,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1806,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9998,Low,F,24-30,7.499423290592229,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7749206700751422,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,2195602,268326,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,929,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7341,Low,F,24-30,6.835184586147301,0.6931471805599453,0.0,0.0,0.0,0.0,-1.1249469608190783,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,2424536,330829,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3349,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2467,Medium,F,24-30,8.116715624819111,0.6931471805599453,0.0,0.0,0.0,0.0,-0.4496331723605067,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,2425731,100365,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,16780,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.8912,High,F,18-23,9.728002573001161,0.6931471805599453,0.0,0.0,0.0,0.0,0.39944832503218386,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,2488674,443311,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3518,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2664,Medium,F,18-23,8.165932137321585,1.0986122886681098,0.0,0.0,0.0,0.0,-0.42369810835518157,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,2509460,289525,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,98649,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.5997,High,F,24-30,11.49933351145076,0.6931471805599453,0.0,0.0,0.0,0.0,1.3328663777841738,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,2566062,121832,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,26050,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0671,High,F,24-30,10.167811434160654,0.6931471805599453,0.0,0.0,0.0,0.0,0.6312093821308009,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,2676792,366997,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,6530,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5137,Medium,F,50+,8.784315349902657,1.3862943611198906,0.0,0.0,0.0,0.0,-0.09783576292177451,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,2981097,249196,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2377,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1096,Medium,F,41-49,7.774015077250727,1.0986122886681098,0.0,0.0,0.0,0.0,-0.6302221695065212,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,3068915,318655,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,10380,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.6991,Medium,F,18-23,9.247732491193245,1.0986122886681098,0.0,0.0,0.0,0.0,0.14636588017376398,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,3105099,320818,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1406,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8997,Low,F,24-30,7.249215057114389,0.6931471805599453,0.0,0.0,0.0,0.0,-0.9067700478542147,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,3223241,50503,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,6085,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4855,Medium,F,18-23,8.713746330456916,1.0986122886681098,0.0,0.0,0.0,0.0,-0.13502271386687362,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,3931451,411128,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1646,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9627,Low,F,31-40,7.4067107301776405,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8237763501343309,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,3947299,405711,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,25376,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0566,High,F,24-30,10.141598530972125,0.6931471805599453,0.0,0.0,0.0,0.0,0.6173962676415178,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,3950743,123613,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1326,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8763,Low,F,24-30,7.190676034332207,0.6931471805599453,0.0,0.0,0.0,0.0,-0.9376176887265494,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,4106729,366376,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,4476,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3627,Medium,F,31-40,8.406708458240965,1.3862943611198906,0.0,0.0,0.0,0.0,-0.2968189579136104,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,4122518,56281,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1226,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8449,Low,F,31-40,7.112327444710911,0.6931471805599453,0.0,0.0,0.0,0.0,-0.9789041509977867,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,4344330,10151,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1163,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8238,Low,F,31-40,7.059617628291383,0.6931471805599453,0.0,0.0,0.0,0.0,-1.0066800415077186,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,4503653,250264,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1167,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8252,Low,F,31-40,7.0630481633881725,0.6931471805599453,0.0,0.0,0.0,0.0,-1.0048722915720993,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,4801220,352108,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3105,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2164,Medium,F,24-30,8.041091003708633,1.0986122886681098,0.0,0.0,0.0,0.0,-0.48948421602761194,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,5275377,148653,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2274,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0919,Medium,F,31-40,7.729735331385051,1.0986122886681098,0.0,0.0,0.0,0.0,-0.6535557619285386,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,5279918,166628,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1705,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9768,Low,F,31-40,7.441906728051625,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8052295167408192,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,5312432,104082,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1695,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9744,Low,M,24-30,7.4360278163518485,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8083274597575595,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,5390811,212794,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2245,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0868,Low,M,31-40,7.716906135298388,0.6931471805599453,0.0,0.0,0.0,0.0,-0.6603162170019803,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,5403842,181411,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,4084,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.326,Medium,F,18-23,8.315077007294104,1.0986122886681098,0.0,0.0,0.0,0.0,-0.3451049380526587,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,5525935,424976,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,915,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.728,Low,F,18-23,6.82001636467413,0.6931471805599453,0.0,0.0,0.0,0.0,-1.1329399854108528,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,5634688,126744,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3066,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2114,Medium,F,31-40,8.028455164114252,0.6931471805599453,0.0,0.0,0.0,0.0,-0.49614278023662256,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,5801434,114622,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1509154,2,1,0,1,8,1,0,1,2,0.0,3.975737399894246e-05,3.975737399894246e-05,6.1185,High,M,31-40,14.2270604495061,1.0986122886681098,0.6931471805599453,0.0,0.6931471805599453,2.1972245773362196,2.7702655174318487,2.001678333500287,4.932438691789455,-0.19803106766678616,8.221717999936317,6.402876345242094,Long,No_Like,Commented,Gifted,Low_Gift
16489,5855645,217646,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,2550,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.1377,Medium,F,41-49,7.844240718141811,0.6931471805599453,0.0,0.0,0.0,0.0,-0.5932161648402275,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,6086662,183428,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1684,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9718,Low,F,24-30,7.429520842786462,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8117563653690811,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,6155381,452340,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,29209,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.1129,High,F,24-30,10.282266395381786,1.0986122886681098,0.0,0.0,0.0,0.0,0.6915224070499852,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,6170128,314136,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1905,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0211,Low,F,31-40,7.552762084214147,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7468133346258506,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,6261259,173186,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1103,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.8027,Low,F,31-40,7.00669522683704,0.6931471805599453,0.0,0.0,0.0,0.0,-1.0345679555277316,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,6523345,371012,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1494,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.924,Low,F,24-30,7.3098814858247865,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8748013521547873,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,6673504,128549,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,495042,4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,5.245,High,F,31-40,13.11239990646483,1.6094379124341003,0.0,0.0,0.0,0.0,2.182885569969444,4.934374952270079,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,6678544,444724,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,10869,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.7175,Medium,F,41-49,9.293761980115255,0.6931471805599453,0.0,0.0,0.0,0.0,0.17062151472862433,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,6742639,9525,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3949,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3126,Medium,F,31-40,8.281470857895167,0.6931471805599453,0.0,0.0,0.0,0.0,-0.36281398713634033,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,6746411,210451,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,3688,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.2852,Medium,F,24-30,8.213110697596676,0.6931471805599453,0.0,0.0,0.0,0.0,-0.3988369607809386,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,6950964,157334,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,912,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7267,Low,M,50+,6.816735880594968,0.6931471805599453,0.0,0.0,0.0,0.0,-1.1346686646738793,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,7010088,108789,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,17189,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.9008,High,F,18-23,9.752083098376895,1.0986122886681098,0.0,0.0,0.0,0.0,0.41213776471708874,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,7160331,110820,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1427,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9056,Low,F,18-23,7.2640301428995295,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8989631111464851,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,7246965,302545,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,5057,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4115,Medium,F,24-30,8.52872642722991,0.6931471805599453,0.0,0.0,0.0,0.0,-0.23252054108919556,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,7327811,448520,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,202639,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.8877,High,F,31-40,12.219186284675557,1.3862943611198906,0.0,0.0,0.0,0.0,1.7121989797652166,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,7332394,77197,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1094,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7994,Low,F,31-40,6.9985096422506015,0.6931471805599453,0.0,0.0,0.0,0.0,-1.038881419635121,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,7468581,117201,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,42132,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.2594,High,F,18-23,10.648586560603084,0.6931471805599453,0.0,0.0,0.0,0.0,0.8845579645974267,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Long,No_Like,No_Comment,No_Gift,No_Gift
16489,7486245,325002,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,4434,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.3589,Medium,F,31-40,8.39728289474368,1.0986122886681098,0.0,0.0,0.0,0.0,-0.3017858395587909,2.001678333500287,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,7710700,14419,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1582,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9468,Low,F,31-40,7.367077059881012,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8446616531280638,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,7913753,6400,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,7495,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.5688,Medium,F,18-23,8.922124823918258,1.3862943611198906,0.0,0.0,0.0,0.0,-0.025215876883421893,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,7969922,373652,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1997,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.04,Low,F,18-23,7.599901959208498,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7219725725925782,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,7999007,251686,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,863,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.7046,Low,F,31-40,6.761572768804055,0.6931471805599453,0.0,0.0,0.0,0.0,-1.1637373402521891,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,8219235,296292,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,52244,1,0,1,0,0,0,1,0,1,0.001148457239108797,0.0,0.0,4.4841,High,F,24-30,10.86369947146821,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.9979135606766584,-0.32613393012780506,-0.19115831293500873,4.776307491882421,-0.11966752387194891,-0.09505241341447639,Long,Liked,No_Comment,No_Gift,No_Gift
16489,8256896,411096,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,5800,3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4663,Medium,F,18-23,8.665785595466064,1.3862943611198906,0.0,0.0,0.0,0.0,-0.1602960351260275,3.653287418690806,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,8467363,125342,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,5517,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4463,Medium,F,18-23,8.615770754777232,0.6931471805599453,0.0,0.0,0.0,0.0,-0.1866517850263437,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
16489,8494314,136560,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1607,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,2.9531,Low,F,24-30,7.382746449738912,0.6931471805599453,0.0,0.0,0.0,0.0,-0.8364045335512025,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,8653806,121151,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,1979,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0363,Low,F,24-30,7.590852123688581,0.6931471805599453,0.0,0.0,0.0,0.0,-0.7267414611527931,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Short,No_Like,No_Comment,No_Gift,No_Gift
16489,8766206,409751,41-49,M,China,VIVO,2000-4000,1551,100000-500000,5000000000-10000000000,0,1,5578,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.4507,Medium,F,24-30,8.626764827845529,0.6931471805599453,0.0,0.0,0.0,0.0,-0.18085836379010395,-0.32613393012780506,-0.19115831293500873,-0.19803106766678616,-0.11966752387194891,-0.09505241341447639,Medium,No_Like,No_Comment,No_Gift,No_Gift
